task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
297	78/a10bee	2491918	NFCORE_NANOPOREMETABARCODING:NANOPOREMETABARCODING:SEQKIT_AMPLICONS (LuthienR_Tab34_BerenF_Tab53_test)	COMPLETED	0	2025-06-15 23:50:51.639	21m 30s	10s	2.2%	50.5 MB	1.2 GB	110.7 KB	2 KB
342	76/502b52	2492008	NFCORE_NANOPOREMETABARCODING:NANOPOREMETABARCODING:GUNZIP_SEQKIT_GREP_A (LuthienR_Tab33_BerenF_Tab23_test_0_0_amplicons.fa.gz)	COMPLETED	0	2025-06-15 23:58:21.328	14m 1s	8.1s	0.5%	2.4 MB	9.2 MB	105.6 KB	26.2 KB
293	18/aed030	2491919	NFCORE_NANOPOREMETABARCODING:NANOPOREMETABARCODING:SEQKIT_CONSENSUS (LuthienR_Tab34_BerenF_Tab53_test)	COMPLETED	0	2025-06-15 23:50:55.573	21m 31s	12s	1.8%	49.6 MB	1.2 GB	111.4 KB	639 B
302	94/e17284	2491926	NFCORE_NANOPOREMETABARCODING:NANOPOREMETABARCODING:SEQKIT_AMPLICONS (LuthienR_Tab29_BerenF_Tab51_test)	COMPLETED	0	2025-06-15 23:51:15.672	21m 11s	8s	2.7%	12 MB	1.2 GB	117.3 KB	3 KB
329	ca/988abf	2491978	NFCORE_NANOPOREMETABARCODING:NANOPOREMETABARCODING:SEQKIT_CONSENSUS (LuthienR_Tab57_BerenF_Tab24_test)	COMPLETED	0	2025-06-15 23:54:56.272	17m 31s	5s	4.1%	49.1 MB	1.2 GB	125.2 KB	642 B
336	bf/a6fcf6	2492002	NFCORE_NANOPOREMETABARCODING:NANOPOREMETABARCODING:GUNZIP_SEQKIT_GREP_C (LuthienR_Tab57_BerenF_Tab23_test_0_0_consensus.fa.gz)	COMPLETED	0	2025-06-15 23:58:20.752	14m 6s	9.5s	0.4%	2.4 MB	9.2 MB	102.1 KB	1.3 KB
337	a4/c867bd	2492004	NFCORE_NANOPOREMETABARCODING:NANOPOREMETABARCODING:GUNZIP_SEQKIT_GREP_C (LuthienR_Tab38_BerenF_Tab47_test_0_0_consensus.fa.gz)	COMPLETED	0	2025-06-15 23:58:20.936	14m 6s	6.6s	0.6%	2.4 MB	9.2 MB	102.5 KB	1.3 KB
359	29/80c0f1	2492028	NFCORE_NANOPOREMETABARCODING:NANOPOREMETABARCODING:GUNZIP_SEQKIT_GREP_A (LuthienR_Tab52_BerenF_Tab22_test_0_3_amplicons.fa.gz)	COMPLETED	0	2025-06-15 23:59:00.650	13m 26s	5.6s	0.7%	2.4 MB	9.2 MB	104.4 KB	16 KB
358	9a/823cfb	2492029	NFCORE_NANOPOREMETABARCODING:NANOPOREMETABARCODING:GUNZIP_SEQKIT_GREP_A (LuthienR_Tab57_BerenF_Tab47_test_0_1_amplicons.fa.gz)	COMPLETED	0	2025-06-15 23:59:00.742	13m 26s	6.1s	0.7%	2.4 MB	9.2 MB	102.8 KB	6.6 KB
360	18/68df8d	2492031	NFCORE_NANOPOREMETABARCODING:NANOPOREMETABARCODING:GUNZIP_SEQKIT_GREP_C (LuthienR_Tab29_BerenF_Tab23_test_0_1_consensus.fa.gz)	COMPLETED	0	2025-06-15 23:59:00.925	13m 26s	8.2s	0.4%	2.4 MB	9.2 MB	102.4 KB	1.3 KB
301	bd/d22773	2491921	NFCORE_NANOPOREMETABARCODING:NANOPOREMETABARCODING:SEQKIT_AMPLICONS (LuthienR_Tab29_BerenF_Tab53_test)	COMPLETED	0	2025-06-15 23:51:00.594	21m 31s	5s	4.7%	50.6 MB	1.2 GB	107.1 KB	1.5 KB
340	bb/e48ca0	2492006	NFCORE_NANOPOREMETABARCODING:NANOPOREMETABARCODING:GUNZIP_SEQKIT_GREP_C (LuthienR_Tab33_BerenF_Tab23_test_0_2_consensus.fa.gz)	COMPLETED	0	2025-06-15 23:58:21.161	14m 11s	7.9s	0.4%	2.4 MB	9.2 MB	102.3 KB	1.3 KB
339	d4/b2a774	2492005	NFCORE_NANOPOREMETABARCODING:NANOPOREMETABARCODING:GUNZIP_SEQKIT_GREP_A (LuthienR_Tab38_BerenF_Tab47_test_0_0_amplicons.fa.gz)	COMPLETED	0	2025-06-15 23:58:21.045	14m 11s	6.7s	0.6%	2.4 MB	9.2 MB	107.1 KB	38.2 KB
303	61/f8ce18	2491927	NFCORE_NANOPOREMETABARCODING:NANOPOREMETABARCODING:SEQKIT_CONSENSUS (LuthienR_Tab29_BerenF_Tab51_test)	COMPLETED	0	2025-06-15 23:51:15.764	21m 16s	6s	3.6%	49.9 MB	1.2 GB	117.4 KB	639 B
345	39/ec166b	2492011	NFCORE_NANOPOREMETABARCODING:NANOPOREMETABARCODING:GUNZIP_SEQKIT_GREP_C (LuthienR_Tab57_BerenF_Tab47_test_0_1_consensus.fa.gz)	COMPLETED	0	2025-06-15 23:58:21.612	14m 10s	4.7s	0.6%	2.4 MB	9.2 MB	102.6 KB	1.3 KB
349	d8/66703f	2492015	NFCORE_NANOPOREMETABARCODING:NANOPOREMETABARCODING:GUNZIP_SEQKIT_GREP_C (LuthienR_Tab57_BerenF_Tab47_test_0_2_consensus.fa.gz)	COMPLETED	0	2025-06-15 23:58:21.963	14m 10s	8.9s	0.5%	2.4 MB	9.2 MB	102.5 KB	1.3 KB
356	37/1a1861	2492027	NFCORE_NANOPOREMETABARCODING:NANOPOREMETABARCODING:GUNZIP_SEQKIT_GREP_A (LuthienR_Tab29_BerenF_Tab25_test_0_0_amplicons.fa.gz)	COMPLETED	0	2025-06-15 23:58:55.825	13m 36s	6s	0.8%	2.4 MB	9.2 MB	106.4 KB	24.6 KB
364	d5/615fe1	2492036	NFCORE_NANOPOREMETABARCODING:NANOPOREMETABARCODING:GUNZIP_SEQKIT_GREP_C (LuthienR_Tab52_BerenF_Tab22_test_0_1_consensus.fa.gz)	COMPLETED	0	2025-06-15 23:59:05.978	13m 26s	5.8s	0.5%	2.4 MB	9.2 MB	102.4 KB	1.3 KB
363	26/0c31a6	2492033	NFCORE_NANOPOREMETABARCODING:NANOPOREMETABARCODING:GUNZIP_SEQKIT_GREP_C (LuthienR_Tab52_BerenF_Tab22_test_0_3_consensus.fa.gz)	COMPLETED	0	2025-06-15 23:59:05.661	13m 26s	4.7s	0.9%	2.4 MB	9.2 MB	102.4 KB	1.3 KB
370	ee/c529f1	2492042	NFCORE_NANOPOREMETABARCODING:NANOPOREMETABARCODING:GUNZIP_SEQKIT_GREP_C (LuthienR_Tab33_BerenF_Tab25_test_0_3_consensus.fa.gz)	COMPLETED	0	2025-06-15 23:59:11.163	13m 21s	4.5s	0.7%	2.4 MB	9.2 MB	102.6 KB	1.3 KB
374	d3/71587c	2492046	NFCORE_NANOPOREMETABARCODING:NANOPOREMETABARCODING:GUNZIP_SEQKIT_GREP_C (LuthienR_Tab33_BerenF_Tab25_test_0_0_consensus.fa.gz)	COMPLETED	0	2025-06-15 23:59:11.564	13m 20s	5s	0.8%	2.4 MB	9.2 MB	102.4 KB	1.3 KB
335	f3/91fdd9	2492001	NFCORE_NANOPOREMETABARCODING:NANOPOREMETABARCODING:GUNZIP_SEQKIT_GREP_A (LuthienR_Tab57_BerenF_Tab23_test_0_1_amplicons.fa.gz)	COMPLETED	0	2025-06-15 23:58:20.669	14m 16s	5.8s	0.7%	2.4 MB	9.2 MB	102.8 KB	6.3 KB
341	6d/11d2de	2492007	NFCORE_NANOPOREMETABARCODING:NANOPOREMETABARCODING:GUNZIP_SEQKIT_GREP_C (LuthienR_Tab33_BerenF_Tab23_test_0_1_consensus.fa.gz)	COMPLETED	0	2025-06-15 23:58:21.245	14m 16s	5.2s	0.8%	2.4 MB	9.2 MB	102.5 KB	1.3 KB
328	2f/754dcd	2491981	NFCORE_NANOPOREMETABARCODING:NANOPOREMETABARCODING:SEQKIT_AMPLICONS (LuthienR_Tab57_BerenF_Tab24_test)	COMPLETED	0	2025-06-15 23:55:02.598	17m 34s	5s	4.5%	50.1 MB	1.2 GB	189 KB	12 KB
344	ca/6f21a6	2492010	NFCORE_NANOPOREMETABARCODING:NANOPOREMETABARCODING:GUNZIP_SEQKIT_GREP_C (LuthienR_Tab33_BerenF_Tab23_test_0_0_consensus.fa.gz)	COMPLETED	0	2025-06-15 23:58:21.529	14m 15s	5.1s	0.6%	2.4 MB	9.2 MB	102.6 KB	1.3 KB
346	cf/c8802b	2492012	NFCORE_NANOPOREMETABARCODING:NANOPOREMETABARCODING:GUNZIP_SEQKIT_GREP_C (LuthienR_Tab52_BerenF_Tab22_test_0_2_consensus.fa.gz)	COMPLETED	0	2025-06-15 23:58:21.696	14m 15s	5s	0.8%	2.4 MB	9.2 MB	102.5 KB	1.3 KB
351	e4/12be9b	2492020	NFCORE_NANOPOREMETABARCODING:NANOPOREMETABARCODING:GUNZIP_SEQKIT_GREP_A (LuthienR_Tab31_BerenF_Tab47_test_0_1_amplicons.fa.gz)	COMPLETED	0	2025-06-15 23:58:30.666	14m 6s	4.9s	0.8%	2.4 MB	9.2 MB	104.3 KB	7.3 KB
357	a8/ffbef3	2492030	NFCORE_NANOPOREMETABARCODING:NANOPOREMETABARCODING:GUNZIP_SEQKIT_GREP_C (LuthienR_Tab52_BerenF_Tab22_test_0_0_consensus.fa.gz)	COMPLETED	0	2025-06-15 23:59:00.825	13m 36s	5.5s	0.7%	2.4 MB	9.2 MB	102.4 KB	1.3 KB
367	5a/580d49	2492037	NFCORE_NANOPOREMETABARCODING:NANOPOREMETABARCODING:GUNZIP_SEQKIT_GREP_A (LuthienR_Tab52_BerenF_Tab22_test_0_4_amplicons.fa.gz)	COMPLETED	0	2025-06-15 23:59:06.062	13m 31s	5s	0.8%	2.4 MB	9.2 MB	103.6 KB	7 KB
373	b1/781b7d	2492045	NFCORE_NANOPOREMETABARCODING:NANOPOREMETABARCODING:GUNZIP_SEQKIT_GREP_A (LuthienR_Tab33_BerenF_Tab25_test_0_3_amplicons.fa.gz)	COMPLETED	0	2025-06-15 23:59:11.455	13m 30s	4.6s	0.9%	2.4 MB	9.2 MB	103.9 KB	11.4 KB
376	bc/855049	2492054	NFCORE_NANOPOREMETABARCODING:NANOPOREMETABARCODING:GUNZIP_SEQKIT_GREP_A (LuthienR_Tab33_BerenF_Tab25_test_0_1_amplicons.fa.gz)	COMPLETED	0	2025-06-16 00:02:45.812	11m 36s	93ms	36.9%	2.3 MB	8 MB	109.7 KB	58.3 KB
377	db/13af9b	2492055	NFCORE_NANOPOREMETABARCODING:NANOPOREMETABARCODING:GUNZIP_SEQKIT_GREP_C (LuthienR_Tab32_BerenF_Tab24_test_0_0_consensus.fa.gz)	COMPLETED	0	2025-06-16 00:02:51.269	11m 31s	69ms	35.3%	1.8 MB	4.6 MB	102.5 KB	1.3 KB
378	fa/bbbd49	2492056	NFCORE_NANOPOREMETABARCODING:NANOPOREMETABARCODING:GUNZIP_SEQKIT_GREP_A (LuthienR_Tab32_BerenF_Tab24_test_0_0_amplicons.fa.gz)	COMPLETED	0	2025-06-16 00:02:51.516	11m 30s	70ms	35.1%	1.8 MB	4.6 MB	114.9 KB	102.3 KB
386	1d/c3d642	2492064	NFCORE_NANOPOREMETABARCODING:NANOPOREMETABARCODING:GUNZIP_SEQKIT_GREP_C (LuthienR_Tab54_BerenF_Tab22_test_0_2_consensus.fa.gz)	COMPLETED	0	2025-06-16 00:02:52.309	11m 30s	53ms	42.0%	1.8 MB	4.6 MB	102.4 KB	1.3 KB
389	b7/6570df	2492066	NFCORE_NANOPOREMETABARCODING:NANOPOREMETABARCODING:GUNZIP_SEQKIT_GREP_C (LuthienR_Tab54_BerenF_Tab22_test_0_0_consensus.fa.gz)	COMPLETED	0	2025-06-16 00:02:52.501	11m 29s	51ms	43.7%	1.8 MB	4.6 MB	102.4 KB	1.3 KB
387	f6/db5e64	2492065	NFCORE_NANOPOREMETABARCODING:NANOPOREMETABARCODING:GUNZIP_SEQKIT_GREP_A (LuthienR_Tab54_BerenF_Tab22_test_0_1_amplicons.fa.gz)	COMPLETED	0	2025-06-16 00:02:52.409	11m 29s	53ms	42.4%	1.8 MB	4.6 MB	103.2 KB	7 KB
390	ce/b3d7b0	2492067	NFCORE_NANOPOREMETABARCODING:NANOPOREMETABARCODING:GUNZIP_SEQKIT_GREP_C (LuthienR_Tab54_BerenF_Tab22_test_0_1_consensus.fa.gz)	COMPLETED	0	2025-06-16 00:02:52.701	11m 29s	50ms	44.8%	1.8 MB	4.6 MB	102.4 KB	1.3 KB
388	9b/4a300b	2492068	NFCORE_NANOPOREMETABARCODING:NANOPOREMETABARCODING:GUNZIP_SEQKIT_GREP_A (LuthienR_Tab54_BerenF_Tab22_test_0_2_amplicons.fa.gz)	COMPLETED	0	2025-06-16 00:02:55.976	11m 26s	49ms	45.4%	1.8 MB	4.6 MB	102.8 KB	3.2 KB
391	a9/9e3a2c	2492069	NFCORE_NANOPOREMETABARCODING:NANOPOREMETABARCODING:GUNZIP_SEQKIT_GREP_A (LuthienR_Tab29_BerenF_Tab47_test_0_1_amplicons.fa.gz)	COMPLETED	0	2025-06-16 00:02:56.088	11m 26s	53ms	44.1%	1.8 MB	4.6 MB	104.5 KB	14.8 KB
392	ca/f6b565	2492070	NFCORE_NANOPOREMETABARCODING:NANOPOREMETABARCODING:GUNZIP_SEQKIT_GREP_A (LuthienR_Tab54_BerenF_Tab22_test_0_0_amplicons.fa.gz)	COMPLETED	0	2025-06-16 00:02:56.179	11m 26s	96ms	27.2%	2.3 MB	8 MB	107.3 KB	37.6 KB
397	6e/a6b6b4	2492075	NFCORE_NANOPOREMETABARCODING:NANOPOREMETABARCODING:GUNZIP_SEQKIT_GREP_C (LuthienR_Tab29_BerenF_Tab24_test_1_0_consensus.fa.gz)	COMPLETED	0	2025-06-16 00:03:00.891	11m 21s	46ms	47.8%	1.8 MB	4.6 MB	102.5 KB	1.4 KB
380	0e/975f81	2492057	NFCORE_NANOPOREMETABARCODING:NANOPOREMETABARCODING:GUNZIP_SEQKIT_GREP_C (LuthienR_Tab32_BerenF_Tab24_test_0_1_consensus.fa.gz)	COMPLETED	0	2025-06-16 00:02:51.599	11m 35s	46ms	32.1%	1.8 MB	4.6 MB	102.5 KB	1.3 KB
381	85/acd430	2492059	NFCORE_NANOPOREMETABARCODING:NANOPOREMETABARCODING:GUNZIP_SEQKIT_GREP_A (LuthienR_Tab33_BerenF_Tab25_test_0_2_amplicons.fa.gz)	COMPLETED	0	2025-06-16 00:02:51.825	11m 35s	46ms	32.4%	1.8 MB	4.6 MB	106.7 KB	32.3 KB
379	da/d114f6	2492058	NFCORE_NANOPOREMETABARCODING:NANOPOREMETABARCODING:GUNZIP_SEQKIT_GREP_A (LuthienR_Tab32_BerenF_Tab24_test_0_1_amplicons.fa.gz)	COMPLETED	0	2025-06-16 00:02:51.721	11m 35s	46ms	32.4%	1.8 MB	4.6 MB	103.9 KB	11.4 KB
382	14/156f16	2492060	NFCORE_NANOPOREMETABARCODING:NANOPOREMETABARCODING:GUNZIP_SEQKIT_GREP_C (LuthienR_Tab32_BerenF_Tab24_test_0_2_consensus.fa.gz)	COMPLETED	0	2025-06-16 00:02:51.916	11m 35s	47ms	49.3%	1.8 MB	4.6 MB	102.5 KB	1.3 KB
384	3c/89ae2f	2492062	NFCORE_NANOPOREMETABARCODING:NANOPOREMETABARCODING:GUNZIP_SEQKIT_GREP_A (LuthienR_Tab32_BerenF_Tab24_test_0_3_amplicons.fa.gz)	COMPLETED	0	2025-06-16 00:02:52.117	11m 35s	42ms	34.4%	1.8 MB	4.6 MB	103.3 KB	5.7 KB
383	f2/e4982b	2492061	NFCORE_NANOPOREMETABARCODING:NANOPOREMETABARCODING:GUNZIP_SEQKIT_GREP_A (LuthienR_Tab32_BerenF_Tab24_test_0_2_amplicons.fa.gz)	COMPLETED	0	2025-06-16 00:02:52.017	11m 35s	51ms	47.0%	1.5 MB	4.6 MB	103.4 KB	7.9 KB
385	d4/10496d	2492063	NFCORE_NANOPOREMETABARCODING:NANOPOREMETABARCODING:GUNZIP_SEQKIT_GREP_C (LuthienR_Tab32_BerenF_Tab24_test_0_3_consensus.fa.gz)	COMPLETED	0	2025-06-16 00:02:52.200	11m 35s	44ms	50.7%	1.8 MB	4.6 MB	102.5 KB	1.3 KB
407	ab/0b249d	2492085	NFCORE_NANOPOREMETABARCODING:NANOPOREMETABARCODING:GUNZIP_SEQKIT_GREP_C (LuthienR_Tab29_BerenF_Tab47_test_0_2_consensus.fa.gz)	COMPLETED	0	2025-06-16 00:03:26.163	11m 1s	47ms	47.2%	1.8 MB	4.6 MB	102.3 KB	1.4 KB
395	ba/9425c2	2492073	NFCORE_NANOPOREMETABARCODING:NANOPOREMETABARCODING:GUNZIP_SEQKIT_GREP_A (LuthienR_Tab29_BerenF_Tab47_test_0_2_amplicons.fa.gz)	COMPLETED	0	2025-06-16 00:02:56.455	11m 30s	56ms	15.2%	2.3 MB	8 MB	111 KB	54.7 KB
408	71/935251	2492086	NFCORE_NANOPOREMETABARCODING:NANOPOREMETABARCODING:GUNZIP_SEQKIT_GREP_C (LuthienR_Tab29_BerenF_Tab24_test_0_0_consensus.fa.gz)	COMPLETED	0	2025-06-16 00:03:26.255	11m 1s	46ms	48.4%	1.8 MB	4.6 MB	102.5 KB	1.3 KB
402	57/870325	2492080	NFCORE_NANOPOREMETABARCODING:NANOPOREMETABARCODING:GUNZIP_SEQKIT_GREP_C (LuthienR_Tab39_BerenF_Tab22_test_0_1_consensus.fa.gz)	COMPLETED	0	2025-06-16 00:03:10.789	11m 21s	42ms	38.5%	1.8 MB	4.6 MB	102.3 KB	1.3 KB
403	69/c9840e	2492081	NFCORE_NANOPOREMETABARCODING:NANOPOREMETABARCODING:GUNZIP_SEQKIT_GREP_A (LuthienR_Tab56_BerenF_Tab22_test_0_1_amplicons.fa.gz)	COMPLETED	0	2025-06-16 00:03:15.833	11m 16s	45ms	34.1%	1.8 MB	4.6 MB	104.5 KB	17.2 KB
393	3b/1f474b	2492071	NFCORE_NANOPOREMETABARCODING:NANOPOREMETABARCODING:GUNZIP_SEQKIT_GREP_C (LuthienR_Tab29_BerenF_Tab47_test_0_1_consensus.fa.gz)	COMPLETED	0	2025-06-16 00:02:56.271	11m 41s	95ms	27.7%	1.5 MB	4.6 MB	102.4 KB	1.3 KB
401	ac/5f2cb1	2492079	NFCORE_NANOPOREMETABARCODING:NANOPOREMETABARCODING:GUNZIP_SEQKIT_GREP_C (LuthienR_Tab56_BerenF_Tab22_test_0_1_consensus.fa.gz)	COMPLETED	0	2025-06-16 00:03:05.978	11m 31s	38ms	57.1%	1.5 MB	4.6 MB	102.6 KB	1.3 KB
399	a9/9f04e5	2492077	NFCORE_NANOPOREMETABARCODING:NANOPOREMETABARCODING:GUNZIP_SEQKIT_GREP_C (LuthienR_Tab39_BerenF_Tab22_test_0_2_consensus.fa.gz)	COMPLETED	0	2025-06-16 00:03:05.802	11m 36s	3.1s	1.3%	2.4 MB	9.2 MB	102.4 KB	1.3 KB
406	3a/8e972f	2492084	NFCORE_NANOPOREMETABARCODING:NANOPOREMETABARCODING:GUNZIP_SEQKIT_GREP_A (LuthienR_Tab29_BerenF_Tab47_test_0_0_amplicons.fa.gz)	COMPLETED	0	2025-06-16 00:03:26.063	11m 16s	43ms	35.1%	1.8 MB	4.6 MB	116.2 KB	111.5 KB
398	40/fcbe0e	2492076	NFCORE_NANOPOREMETABARCODING:NANOPOREMETABARCODING:GUNZIP_SEQKIT_GREP_A (LuthienR_Tab56_BerenF_Tab22_test_0_0_amplicons.fa.gz)	COMPLETED	0	2025-06-16 00:03:00.982	11m 46s	39ms	55.7%	1.8 MB	4.6 MB	103.7 KB	10.4 KB
400	6e/8d798b	2492078	NFCORE_NANOPOREMETABARCODING:NANOPOREMETABARCODING:GUNZIP_SEQKIT_GREP_A (LuthienR_Tab39_BerenF_Tab22_test_0_1_amplicons.fa.gz)	COMPLETED	0	2025-06-16 00:03:05.894	11m 41s	4.8s	0.4%	2.4 MB	9.2 MB	103.8 KB	9.8 KB
404	e0/bf6646	2492082	NFCORE_NANOPOREMETABARCODING:NANOPOREMETABARCODING:GUNZIP_SEQKIT_GREP_A (LuthienR_Tab29_BerenF_Tab24_test_1_0_amplicons.fa.gz)	COMPLETED	0	2025-06-16 00:03:19.927	11m 27s	6.8s	0.6%	2.4 MB	9.2 MB	108.9 KB	43.5 KB
394	06/44caa3	2492072	NFCORE_NANOPOREMETABARCODING:NANOPOREMETABARCODING:GUNZIP_SEQKIT_GREP_A (LuthienR_Tab31_BerenF_Tab24_test_0_0_amplicons.fa.gz)	COMPLETED	0	2025-06-16 00:02:56.354	12m 1s	8.8s	0.2%	2.4 MB	9.2 MB	106.2 KB	29.6 KB
396	a9/a4010f	2492074	NFCORE_NANOPOREMETABARCODING:NANOPOREMETABARCODING:GUNZIP_SEQKIT_GREP_C (LuthienR_Tab29_BerenF_Tab47_test_0_0_consensus.fa.gz)	COMPLETED	0	2025-06-16 00:02:56.538	12m 5s	4.9s	0.8%	2.4 MB	9.2 MB	102.5 KB	1.3 KB
405	75/266967	2492083	NFCORE_NANOPOREMETABARCODING:NANOPOREMETABARCODING:GUNZIP_SEQKIT_GREP_C (LuthienR_Tab39_BerenF_Tab22_test_0_0_consensus.fa.gz)	COMPLETED	0	2025-06-16 00:03:22.870	11m 39s	5.2s	0.8%	2.4 MB	9.2 MB	102.4 KB	1.3 KB
413	26/bccc0d	2492103	NFCORE_NANOPOREMETABARCODING:NANOPOREMETABARCODING:GUNZIP_SEQKIT_GREP_C (LuthienR_Tab37_BerenF_Tab53_test_0_1_consensus.fa.gz)	COMPLETED	0	2025-06-16 00:12:07.868	11m 59s	73ms	34.2%	2.3 MB	8 MB	102.4 KB	1.3 KB
412	0e/156cba	2492102	NFCORE_NANOPOREMETABARCODING:NANOPOREMETABARCODING:GUNZIP_SEQKIT_GREP_C (LuthienR_Tab37_BerenF_Tab53_test_0_2_consensus.fa.gz)	COMPLETED	0	2025-06-16 00:12:03.086	12m 4s	80ms	31.8%	2.3 MB	8 MB	102.4 KB	1.3 KB
418	4f/700eaa	2492105	NFCORE_NANOPOREMETABARCODING:NANOPOREMETABARCODING:GUNZIP_SEQKIT_GREP_C (LuthienR_Tab37_BerenF_Tab53_test_0_0_consensus.fa.gz)	COMPLETED	0	2025-06-16 00:12:16.723	11m 50s	82ms	31.2%	2.3 MB	8 MB	102.4 KB	1.3 KB
416	e5/6f462e	2492106	NFCORE_NANOPOREMETABARCODING:NANOPOREMETABARCODING:GUNZIP_SEQKIT_GREP_A (LuthienR_Tab39_BerenF_Tab22_test_0_0_amplicons.fa.gz)	COMPLETED	0	2025-06-16 00:12:19.268	11m 48s	116ms	15.4%	2.3 MB	8 MB	104.3 KB	14.4 KB
417	b6/186522	2492107	NFCORE_NANOPOREMETABARCODING:NANOPOREMETABARCODING:GUNZIP_SEQKIT_GREP_A (LuthienR_Tab37_BerenF_Tab53_test_0_1_amplicons.fa.gz)	COMPLETED	0	2025-06-16 00:12:19.980	11m 47s	47ms	46.8%	1.8 MB	4.6 MB	103.2 KB	6.3 KB
421	87/8c55c9	2492109	NFCORE_NANOPOREMETABARCODING:NANOPOREMETABARCODING:GUNZIP_SEQKIT_GREP_A (LuthienR_Tab39_BerenF_Tab24_test_0_0_amplicons.fa.gz)	COMPLETED	0	2025-06-16 00:12:20.265	11m 47s	61ms	37.6%	1.8 MB	4.6 MB	107.3 KB	41.9 KB
414	7d/19e662	2492110	NFCORE_NANOPOREMETABARCODING:NANOPOREMETABARCODING:GUNZIP_SEQKIT_GREP_A (LuthienR_Tab29_BerenF_Tab24_test_0_0_amplicons.fa.gz)	COMPLETED	0	2025-06-16 00:12:20.390	11m 47s	53ms	43.7%	1.8 MB	4.6 MB	104.3 KB	15.4 KB
419	05/f01c5c	2492111	NFCORE_NANOPOREMETABARCODING:NANOPOREMETABARCODING:GUNZIP_SEQKIT_GREP_C (LuthienR_Tab39_BerenF_Tab24_test_0_0_consensus.fa.gz)	COMPLETED	0	2025-06-16 00:12:20.498	11m 46s	49ms	60.8%	1.8 MB	4.6 MB	102.4 KB	1.3 KB
415	66/93a944	2492112	NFCORE_NANOPOREMETABARCODING:NANOPOREMETABARCODING:GUNZIP_SEQKIT_GREP_A (LuthienR_Tab39_BerenF_Tab22_test_0_2_amplicons.fa.gz)	COMPLETED	0	2025-06-16 00:12:20.615	11m 46s	51ms	45.6%	1.8 MB	4.6 MB	103.2 KB	6 KB
422	af/641c53	2492113	NFCORE_NANOPOREMETABARCODING:NANOPOREMETABARCODING:GUNZIP_SEQKIT_GREP_A (LuthienR_Tab29_BerenF_Tab22_test_0_0_amplicons.fa.gz)	COMPLETED	0	2025-06-16 00:12:22.624	11m 44s	48ms	47.2%	1.8 MB	4.6 MB	104.9 KB	19.1 KB
426	7f/2134bc	2492114	NFCORE_NANOPOREMETABARCODING:NANOPOREMETABARCODING:GUNZIP_SEQKIT_GREP_C (LuthienR_Tab37_BerenF_Tab53_test_0_3_consensus.fa.gz)	COMPLETED	0	2025-06-16 00:12:22.808	11m 44s	48ms	46.2%	1.8 MB	4.6 MB	102.4 KB	1.3 KB
430	d2/eadd81	2492115	NFCORE_NANOPOREMETABARCODING:NANOPOREMETABARCODING:GUNZIP_SEQKIT_GREP_C (LuthienR_Tab29_BerenF_Tab22_test_0_1_consensus.fa.gz)	COMPLETED	0	2025-06-16 00:12:22.916	11m 44s	43ms	33.6%	1.8 MB	4.6 MB	102.4 KB	1.3 KB
425	6d/e03baf	2492125	NFCORE_NANOPOREMETABARCODING:NANOPOREMETABARCODING:GUNZIP_SEQKIT_GREP_A (LuthienR_Tab37_BerenF_Tab53_test_0_3_amplicons.fa.gz)	COMPLETED	0	2025-06-16 00:12:27.220	11m 40s	60ms	42.0%	1.8 MB	4.6 MB	103.6 KB	8.2 KB
440	15/df286f	2492129	NFCORE_NANOPOREMETABARCODING:NANOPOREMETABARCODING:GUNZIP_SEQKIT_GREP_A (LuthienR_Tab37_BerenF_Tab22_test_0_0_amplicons.fa.gz)	COMPLETED	0	2025-06-16 00:12:27.715	11m 39s	43ms	33.8%	1.8 MB	4.6 MB	105.6 KB	27.2 KB
429	bb/7a3e02	2492117	NFCORE_NANOPOREMETABARCODING:NANOPOREMETABARCODING:GUNZIP_SEQKIT_GREP_A (LuthienR_Tab29_BerenF_Tab22_test_0_1_amplicons.fa.gz)	COMPLETED	0	2025-06-16 00:12:23.125	11m 49s	1.3s	2.2%	2.4 MB	9.2 MB	102.7 KB	3.2 KB
434	69/4ec961	2492118	NFCORE_NANOPOREMETABARCODING:NANOPOREMETABARCODING:GUNZIP_SEQKIT_GREP_C (LuthienR_Tab29_BerenF_Tab22_test_0_0_consensus.fa.gz)	COMPLETED	0	2025-06-16 00:12:25.883	11m 46s	1.3s	2.2%	2.4 MB	9.2 MB	102.4 KB	1.3 KB
447	91/2f14ef	2492142	NFCORE_NANOPOREMETABARCODING:NANOPOREMETABARCODING:GUNZIP_SEQKIT_GREP_C (LuthienR_Tab57_BerenF_Tab22_test_0_0_consensus.fa.gz)	COMPLETED	0	2025-06-16 00:12:29.029	11m 43s	42ms	18.8%	1.8 MB	4.6 MB	102.5 KB	1.3 KB
455	a9/d1ef47	2492147	NFCORE_NANOPOREMETABARCODING:NANOPOREMETABARCODING:GUNZIP_SEQKIT_GREP_C (LuthienR_Tab57_BerenF_Tab22_test_0_1_consensus.fa.gz)	COMPLETED	0	2025-06-16 00:12:32.342	11m 40s	49ms	44.8%	1.8 MB	4.6 MB	102.6 KB	1.3 KB
