task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
313	cd/39bb08	2491928	NFCORE_NANOPOREMETABARCODING:NANOPOREMETABARCODING:GUNZIP_SEQKIT_GREP_C (LuthienR_Tab29_BerenF_Tab27_test_0_0_consensus.fa.gz)	COMPLETED	0	2025-06-15 23:51:20.575	7m 40s	9.6s	0.3%	2.4 MB	9.2 MB	102.4 KB	1.3 KB
309	a5/676447	2491931	NFCORE_NANOPOREMETABARCODING:NANOPOREMETABARCODING:GUNZIP_SEQKIT_GREP_A (LuthienR_Tab54_BerenF_Tab23_test_0_0_amplicons.fa.gz)	COMPLETED	0	2025-06-15 23:51:20.850	7m 40s	10.3s	0.5%	2.4 MB	9.2 MB	105.4 KB	26.3 KB
254	25/2de775	2491867	NFCORE_NANOPOREMETABARCODING:NANOPOREMETABARCODING:SEQKIT_CONSENSUS (LuthienR_Tab56_BerenF_Tab22_test)	COMPLETED	0	2025-06-15 23:45:45.524	13m 20s	11s	2.2%	50 MB	1.2 GB	109.9 KB	633 B
243	28/f2d767	2491859	NFCORE_NANOPOREMETABARCODING:NANOPOREMETABARCODING:SEQKIT_CONSENSUS (LuthienR_Tab31_BerenF_Tab24_test)	COMPLETED	0	2025-06-15 23:45:01.479	14m 4s	11s	1.9%	11.7 MB	1.2 GB	129.1 KB	636 B
311	25/f23af7	2491929	NFCORE_NANOPOREMETABARCODING:NANOPOREMETABARCODING:GUNZIP_SEQKIT_GREP_C (LuthienR_Tab34_BerenF_Tab47_test_0_0_consensus.fa.gz)	COMPLETED	0	2025-06-15 23:51:20.658	7m 45s	10.6s	0.3%	2.4 MB	9.2 MB	102.3 KB	1.3 KB
270	0d/41bcc3	2491882	NFCORE_NANOPOREMETABARCODING:NANOPOREMETABARCODING:SEQKIT_CONSENSUS (LuthienR_Tab37_BerenF_Tab53_test)	COMPLETED	0	2025-06-15 23:46:51.526	12m 14s	10s	2.2%	49.5 MB	1.2 GB	107.3 KB	640 B
269	68/2a79fd	2491884	NFCORE_NANOPOREMETABARCODING:NANOPOREMETABARCODING:SEQKIT_CONSENSUS (LuthienR_Tab37_BerenF_Tab53_test)	COMPLETED	0	2025-06-15 23:46:55.945	12m 10s	9s	2.7%	51.1 MB	1.2 GB	106.3 KB	644 B
251	d1/2a22f3	2491864	NFCORE_NANOPOREMETABARCODING:NANOPOREMETABARCODING:SEQKIT_AMPLICONS (LuthienR_Tab29_BerenF_Tab24_test)	COMPLETED	0	2025-06-15 23:45:20.813	13m 50s	9s	2.6%	48.8 MB	1.2 GB	115 KB	2.5 KB
262	16/c6f963	2491876	NFCORE_NANOPOREMETABARCODING:NANOPOREMETABARCODING:SEQKIT_AMPLICONS (LuthienR_Tab39_BerenF_Tab22_test)	COMPLETED	0	2025-06-15 23:46:50.758	12m 20s	9s	2.3%	14.8 MB	1.2 GB	106 KB	1.4 KB
258	48/fbca1b	2491877	NFCORE_NANOPOREMETABARCODING:NANOPOREMETABARCODING:SEQKIT_AMPLICONS (LuthienR_Tab39_BerenF_Tab22_test)	COMPLETED	0	2025-06-15 23:46:50.859	12m 20s	9s	2.3%	49.4 MB	1.2 GB	114 KB	2.5 KB
268	bc/24ee95	2491879	NFCORE_NANOPOREMETABARCODING:NANOPOREMETABARCODING:SEQKIT_AMPLICONS (LuthienR_Tab37_BerenF_Tab53_test)	COMPLETED	0	2025-06-15 23:46:51.035	12m 20s	9s	2.7%	51.1 MB	1.2 GB	106.4 KB	1.4 KB
267	f6/b22bd1	2491881	NFCORE_NANOPOREMETABARCODING:NANOPOREMETABARCODING:SEQKIT_CONSENSUS (LuthienR_Tab37_BerenF_Tab53_test)	COMPLETED	0	2025-06-15 23:46:51.252	12m 19s	9s	2.5%	50.2 MB	1.2 GB	108 KB	640 B
264	f4/d9e6f6	2491880	NFCORE_NANOPOREMETABARCODING:NANOPOREMETABARCODING:SEQKIT_CONSENSUS (LuthienR_Tab39_BerenF_Tab24_test)	COMPLETED	0	2025-06-15 23:46:51.127	12m 19s	9s	2.3%	50.9 MB	1.2 GB	141.3 KB	637 B
310	8d/73156f	2491930	NFCORE_NANOPOREMETABARCODING:NANOPOREMETABARCODING:GUNZIP_SEQKIT_GREP_A (LuthienR_Tab34_BerenF_Tab47_test_0_1_amplicons.fa.gz)	COMPLETED	0	2025-06-15 23:51:20.767	7m 50s	10.5s	0.4%	2.4 MB	9.2 MB	104.5 KB	19.7 KB
265	69/3df55e	2491883	NFCORE_NANOPOREMETABARCODING:NANOPOREMETABARCODING:SEQKIT_AMPLICONS (LuthienR_Tab39_BerenF_Tab24_test)	COMPLETED	0	2025-06-15 23:46:55.854	12m 15s	9s	2.4%	14.5 MB	1.2 GB	141.2 KB	5.5 KB
312	69/e944df	2491933	NFCORE_NANOPOREMETABARCODING:NANOPOREMETABARCODING:GUNZIP_SEQKIT_GREP_A (LuthienR_Tab29_BerenF_Tab27_test_0_0_amplicons.fa.gz)	COMPLETED	0	2025-06-15 23:51:25.668	7m 45s	9.5s	0.4%	2.4 MB	9.2 MB	104.5 KB	16.3 KB
283	ca/b6ef89	2491906	NFCORE_NANOPOREMETABARCODING:NANOPOREMETABARCODING:SEQKIT_AMPLICONS (LuthienR_Tab29_BerenF_Tab22_test)	COMPLETED	0	2025-06-15 23:50:45.674	12m	1s	90.8%	1.5 MB	22.8 MB	118.8 KB	3.2 KB
266	00/91ec3b	2491885	NFCORE_NANOPOREMETABARCODING:NANOPOREMETABARCODING:SEQKIT_AMPLICONS (LuthienR_Tab37_BerenF_Tab53_test)	COMPLETED	0	2025-06-15 23:46:56.034	15m 55s	0ms	95.3%	1.5 MB	22.8 MB	108.2 KB	1.7 KB
272	35/a213a3	2491888	NFCORE_NANOPOREMETABARCODING:NANOPOREMETABARCODING:SEQKIT_AMPLICONS (LuthienR_Tab37_BerenF_Tab53_test)	COMPLETED	0	2025-06-15 23:47:00.623	15m 50s	0ms	95.5%	1.5 MB	22.8 MB	107.3 KB	1.5 KB
273	2d/45cc89	2491887	NFCORE_NANOPOREMETABARCODING:NANOPOREMETABARCODING:SEQKIT_AMPLICONS (LuthienR_Tab37_BerenF_Tab53_test)	COMPLETED	0	2025-06-15 23:46:56.213	15m 54s	0ms	102.7%	1.5 MB	22.8 MB	108.2 KB	1.8 KB
271	10/e97632	2491886	NFCORE_NANOPOREMETABARCODING:NANOPOREMETABARCODING:SEQKIT_CONSENSUS (LuthienR_Tab37_BerenF_Tab53_test)	COMPLETED	0	2025-06-15 23:46:56.121	15m 55s	0ms	99.0%	1.5 MB	4.3 MB	108.2 KB	642 B
278	2c/28ac64	2491889	NFCORE_NANOPOREMETABARCODING:NANOPOREMETABARCODING:SEQKIT_AMPLICONS (LuthienR_Tab52_BerenF_Tab51_test)	COMPLETED	0	2025-06-15 23:47:00.720	15m 50s	0ms	80.7%	1.5 MB	22.8 MB	189.3 KB	12.7 KB
274	eb/4c1d0b	2491895	NFCORE_NANOPOREMETABARCODING:NANOPOREMETABARCODING:SEQKIT_CONSENSUS (LuthienR_Tab37_BerenF_Tab22_test)	COMPLETED	0	2025-06-15 23:47:05.667	15m 45s	0ms	85.2%	1.5 MB	22.8 MB	126.8 KB	637 B
285	41/56e2ac	2491898	NFCORE_NANOPOREMETABARCODING:NANOPOREMETABARCODING:SEQKIT_AMPLICONS (LuthienR_Tab29_BerenF_Tab22_test)	COMPLETED	0	2025-06-15 23:47:20.534	15m 30s	1s	103.5%	1.5 MB	22.8 MB	103.2 KB	894 B
284	d7/428c24	2491899	NFCORE_NANOPOREMETABARCODING:NANOPOREMETABARCODING:SEQKIT_CONSENSUS (LuthienR_Tab29_BerenF_Tab22_test)	COMPLETED	0	2025-06-15 23:47:35.537	15m 15s	0ms	100.1%	1.5 MB	22.8 MB	103.2 KB	638 B
279	ed/07feb6	2491896	NFCORE_NANOPOREMETABARCODING:NANOPOREMETABARCODING:SEQKIT_CONSENSUS (LuthienR_Tab52_BerenF_Tab51_test)	COMPLETED	0	2025-06-15 23:47:10.535	15m 40s	0ms	103.2%	1.5 MB	22.8 MB	189.1 KB	642 B
306	96/354909	2491962	NFCORE_NANOPOREMETABARCODING:NANOPOREMETABARCODING:GUNZIP_SEQKIT_GREP_C (LuthienR_Tab54_BerenF_Tab23_test_0_0_consensus.fa.gz)	COMPLETED	0	2025-06-15 23:54:50.602	8m	45ms	47.8%	1.8 MB	4.6 MB	102.6 KB	1.3 KB
314	fd/4f3ec0	2491964	NFCORE_NANOPOREMETABARCODING:NANOPOREMETABARCODING:GUNZIP_SEQKIT_GREP_C (LuthienR_Tab33_BerenF_Tab47_test_0_1_consensus.fa.gz)	COMPLETED	0	2025-06-15 23:54:50.811	8m	45ms	32.4%	1.8 MB	4.6 MB	102.4 KB	1.3 KB
315	28/e4899a	2491966	NFCORE_NANOPOREMETABARCODING:NANOPOREMETABARCODING:GUNZIP_SEQKIT_GREP_A (LuthienR_Tab33_BerenF_Tab47_test_0_1_amplicons.fa.gz)	COMPLETED	0	2025-06-15 23:54:50.977	8m	51ms	44.6%	1.8 MB	4.6 MB	103.9 KB	11.6 KB
282	d0/63bb8d	2491905	NFCORE_NANOPOREMETABARCODING:NANOPOREMETABARCODING:SEQKIT_CONSENSUS (LuthienR_Tab29_BerenF_Tab22_test)	COMPLETED	0	2025-06-15 23:50:45.577	12m 5s	1s	92.7%	4.9 MB	1.2 GB	118.8 KB	637 B
286	70/574ec7	2491908	NFCORE_NANOPOREMETABARCODING:NANOPOREMETABARCODING:SEQKIT_AMPLICONS (LuthienR_Tab37_BerenF_Tab51_test)	COMPLETED	0	2025-06-15 23:50:50.662	12m	0ms	72.8%	4.9 MB	1.2 GB	124.7 KB	4.1 KB
281	a6/774471	2491890	NFCORE_NANOPOREMETABARCODING:NANOPOREMETABARCODING:SEQKIT_CONSENSUS (LuthienR_Tab52_BerenF_Tab51_test)	COMPLETED	0	2025-06-15 23:47:00.806	15m 55s	2s	11.6%	2.4 MB	22.8 MB	114.3 KB	643 B
277	4d/c0cfc7	2491892	NFCORE_NANOPOREMETABARCODING:NANOPOREMETABARCODING:SEQKIT_CONSENSUS (LuthienR_Tab37_BerenF_Tab22_test)	COMPLETED	0	2025-06-15 23:47:01.006	15m 55s	2s	15.1%	2.4 MB	22.8 MB	108.5 KB	643 B
276	fb/853eb2	2491891	NFCORE_NANOPOREMETABARCODING:NANOPOREMETABARCODING:SEQKIT_AMPLICONS (LuthienR_Tab37_BerenF_Tab22_test)	COMPLETED	0	2025-06-15 23:47:00.906	15m 55s	2s	12.7%	1.5 MB	22.8 MB	108.5 KB	1.7 KB
307	65/3429fe	2491963	NFCORE_NANOPOREMETABARCODING:NANOPOREMETABARCODING:GUNZIP_SEQKIT_GREP_A (LuthienR_Tab37_BerenF_Tab23_test_0_0_amplicons.fa.gz)	COMPLETED	0	2025-06-15 23:54:50.694	8m 5s	1.6s	2.4%	2.4 MB	9.2 MB	105.5 KB	26 KB
280	3e/b8c39a	2491893	NFCORE_NANOPOREMETABARCODING:NANOPOREMETABARCODING:SEQKIT_AMPLICONS (LuthienR_Tab52_BerenF_Tab51_test)	COMPLETED	0	2025-06-15 23:47:01.095	15m 55s	2s	15.1%	2.4 MB	22.8 MB	114.3 KB	2.5 KB
275	06/88d8df	2491894	NFCORE_NANOPOREMETABARCODING:NANOPOREMETABARCODING:SEQKIT_AMPLICONS (LuthienR_Tab37_BerenF_Tab22_test)	COMPLETED	0	2025-06-15 23:47:05.550	15m 50s	2s	12.7%	2.4 MB	22.8 MB	126.9 KB	3.9 KB
324	11/9298e1	2491974	NFCORE_NANOPOREMETABARCODING:NANOPOREMETABARCODING:GUNZIP_SEQKIT_GREP_C (LuthienR_Tab52_BerenF_Tab47_test_0_1_consensus.fa.gz)	COMPLETED	0	2025-06-15 23:54:55.878	8m 5s	42ms	50.9%	1.8 MB	4.6 MB	102.3 KB	1.3 KB
326	cf/043ab3	2491976	NFCORE_NANOPOREMETABARCODING:NANOPOREMETABARCODING:GUNZIP_SEQKIT_GREP_A (LuthienR_Tab57_BerenF_Tab23_test_0_0_amplicons.fa.gz)	COMPLETED	0	2025-06-15 23:54:56.072	8m 5s	51ms	44.1%	1.8 MB	4.6 MB	106.9 KB	32.3 KB
318	c2/6863ab	2491968	NFCORE_NANOPOREMETABARCODING:NANOPOREMETABARCODING:GUNZIP_SEQKIT_GREP_C (LuthienR_Tab37_BerenF_Tab23_test_0_0_consensus.fa.gz)	COMPLETED	0	2025-06-15 23:54:51.145	8m 15s	258ms	11.1%	1.8 MB	4.6 MB	102.3 KB	1.3 KB
316	ec/d4ce9a	2491967	NFCORE_NANOPOREMETABARCODING:NANOPOREMETABARCODING:GUNZIP_SEQKIT_GREP_C (LuthienR_Tab33_BerenF_Tab47_test_0_0_consensus.fa.gz)	COMPLETED	0	2025-06-15 23:54:51.062	8m 15s	3s	1.0%	2.4 MB	9.2 MB	102.5 KB	1.3 KB
325	90/57fc16	2491975	NFCORE_NANOPOREMETABARCODING:NANOPOREMETABARCODING:GUNZIP_SEQKIT_GREP_A (LuthienR_Tab31_BerenF_Tab47_test_0_0_amplicons.fa.gz)	COMPLETED	0	2025-06-15 23:54:55.972	8m 10s	44ms	53.5%	1.8 MB	4.6 MB	105.8 KB	25.9 KB
287	c8/d93d7f	2491907	NFCORE_NANOPOREMETABARCODING:NANOPOREMETABARCODING:SEQKIT_CONSENSUS (LuthienR_Tab37_BerenF_Tab51_test)	COMPLETED	0	2025-06-15 23:50:50.570	12m 20s	4s	6.8%	47.8 MB	1.2 GB	124.7 KB	644 B
319	0e/5fbb20	2491969	NFCORE_NANOPOREMETABARCODING:NANOPOREMETABARCODING:GUNZIP_SEQKIT_GREP_C (LuthienR_Tab34_BerenF_Tab47_test_0_1_consensus.fa.gz)	COMPLETED	0	2025-06-15 23:54:51.236	8m 24s	6.1s	0.7%	2.4 MB	9.2 MB	102.4 KB	1.3 KB
321	37/aff380	2491972	NFCORE_NANOPOREMETABARCODING:NANOPOREMETABARCODING:GUNZIP_SEQKIT_GREP_C (LuthienR_Tab31_BerenF_Tab47_test_0_1_consensus.fa.gz)	COMPLETED	0	2025-06-15 23:54:55.703	8m 20s	1.9s	1.6%	2.4 MB	9.2 MB	102.5 KB	1.3 KB
323	b1/5af266	2491973	NFCORE_NANOPOREMETABARCODING:NANOPOREMETABARCODING:GUNZIP_SEQKIT_GREP_A (LuthienR_Tab52_BerenF_Tab47_test_0_0_amplicons.fa.gz)	COMPLETED	0	2025-06-15 23:54:55.795	8m 20s	2.4s	1.7%	2.4 MB	9.2 MB	111.7 KB	78.4 KB
317	d6/d5f03b	2491965	NFCORE_NANOPOREMETABARCODING:NANOPOREMETABARCODING:GUNZIP_SEQKIT_GREP_A (LuthienR_Tab33_BerenF_Tab47_test_0_0_amplicons.fa.gz)	COMPLETED	0	2025-06-15 23:54:50.894	8m 30s	4.7s	0.6%	2.4 MB	9.2 MB	106.6 KB	33.7 KB
320	32/4f7a45	2491970	NFCORE_NANOPOREMETABARCODING:NANOPOREMETABARCODING:GUNZIP_SEQKIT_GREP_C (LuthienR_Tab52_BerenF_Tab47_test_0_0_consensus.fa.gz)	COMPLETED	0	2025-06-15 23:54:51.320	8m 34s	5.2s	0.8%	2.4 MB	9.2 MB	102.6 KB	1.3 KB
322	af/88841b	2491971	NFCORE_NANOPOREMETABARCODING:NANOPOREMETABARCODING:GUNZIP_SEQKIT_GREP_A (LuthienR_Tab52_BerenF_Tab47_test_0_1_amplicons.fa.gz)	COMPLETED	0	2025-06-15 23:54:55.603	8m 30s	5.4s	0.7%	2.4 MB	9.2 MB	103 KB	5.1 KB
288	1b/018589	2491910	NFCORE_NANOPOREMETABARCODING:NANOPOREMETABARCODING:SEQKIT_CONSENSUS (LuthienR_Tab57_BerenF_Tab22_test)	COMPLETED	0	2025-06-15 23:50:50.854	21m 1s	0ms	35.0%	1.5 MB	22.8 MB	128.3 KB	634 B
289	26/677ad3	2491911	NFCORE_NANOPOREMETABARCODING:NANOPOREMETABARCODING:SEQKIT_AMPLICONS (LuthienR_Tab57_BerenF_Tab22_test)	COMPLETED	0	2025-06-15 23:50:50.954	21m 1s	0ms	39.9%	1.5 MB	22.8 MB	128.3 KB	4.3 KB
291	1c/309dc9	2491909	NFCORE_NANOPOREMETABARCODING:NANOPOREMETABARCODING:SEQKIT_AMPLICONS (LuthienR_Tab57_BerenF_Tab22_test)	COMPLETED	0	2025-06-15 23:50:50.763	21m 1s	0ms	34.9%	1.5 MB	22.8 MB	106.2 KB	1.5 KB
295	d5/34242d	2491913	NFCORE_NANOPOREMETABARCODING:NANOPOREMETABARCODING:SEQKIT_CONSENSUS (LuthienR_Tab34_BerenF_Tab53_test)	COMPLETED	0	2025-06-15 23:50:51.155	21m 1s	0ms	34.5%	1.5 MB	22.8 MB	121.9 KB	633 B
292	9e/bcb4ae	2491915	NFCORE_NANOPOREMETABARCODING:NANOPOREMETABARCODING:SEQKIT_AMPLICONS (LuthienR_Tab34_BerenF_Tab53_test)	COMPLETED	0	2025-06-15 23:50:51.347	21m 1s	0ms	98.0%	1.5 MB	22.8 MB	111.5 KB	2 KB
299	ac/0fabb8	2491920	NFCORE_NANOPOREMETABARCODING:NANOPOREMETABARCODING:SEQKIT_CONSENSUS (LuthienR_Tab34_BerenF_Tab53_test)	COMPLETED	0	2025-06-15 23:50:55.664	20m 56s	0ms	96.8%	1.5 MB	22.8 MB	110.7 KB	649 B
296	19/1e2cb6	2491916	NFCORE_NANOPOREMETABARCODING:NANOPOREMETABARCODING:SEQKIT_AMPLICONS (LuthienR_Tab34_BerenF_Tab53_test)	COMPLETED	0	2025-06-15 23:50:51.430	21m	0ms	109.1%	1.5 MB	22.8 MB	116.8 KB	2.8 KB
298	1b/195205	2491917	NFCORE_NANOPOREMETABARCODING:NANOPOREMETABARCODING:SEQKIT_CONSENSUS (LuthienR_Tab34_BerenF_Tab53_test)	COMPLETED	0	2025-06-15 23:50:51.555	21m	0ms	102.1%	1.5 MB	22.8 MB	116.8 KB	642 B
290	ba/44305b	2491912	NFCORE_NANOPOREMETABARCODING:NANOPOREMETABARCODING:SEQKIT_CONSENSUS (LuthienR_Tab57_BerenF_Tab22_test)	COMPLETED	0	2025-06-15 23:50:51.072	21m 6s	0ms	106.2%	1.5 MB	22.8 MB	106.2 KB	636 B
294	e3/9347f1	2491914	NFCORE_NANOPOREMETABARCODING:NANOPOREMETABARCODING:SEQKIT_AMPLICONS (LuthienR_Tab34_BerenF_Tab53_test)	COMPLETED	0	2025-06-15 23:50:51.238	21m 6s	0ms	101.9%	1.5 MB	22.8 MB	121.9 KB	3.4 KB
331	2d/edda84	2491979	NFCORE_NANOPOREMETABARCODING:NANOPOREMETABARCODING:SEQKIT_AMPLICONS (LuthienR_Tab57_BerenF_Tab24_test)	COMPLETED	0	2025-06-15 23:54:56.373	17m	0ms	96.1%	1.5 MB	22.8 MB	113.7 KB	2.3 KB
304	64/279d51	2491925	NFCORE_NANOPOREMETABARCODING:NANOPOREMETABARCODING:SEQKIT_AMPLICONS (LuthienR_Tab29_BerenF_Tab51_test)	COMPLETED	0	2025-06-15 23:51:15.572	20m 41s	0ms	94.5%	1.5 MB	22.8 MB	115.3 KB	2.9 KB
333	8e/6bc64a	2491985	NFCORE_NANOPOREMETABARCODING:NANOPOREMETABARCODING:GUNZIP_SEQKIT_GREP_C (LuthienR_Tab31_BerenF_Tab47_test_0_0_consensus.fa.gz)	COMPLETED	0	2025-06-15 23:55:53.019	16m 4s	48ms	43.7%	1.8 MB	4.6 MB	102.4 KB	1.3 KB
330	27/d76a2a	2491980	NFCORE_NANOPOREMETABARCODING:NANOPOREMETABARCODING:SEQKIT_AMPLICONS (LuthienR_Tab57_BerenF_Tab24_test)	COMPLETED	0	2025-06-15 23:54:56.456	17m	0ms	102.0%	1.5 MB	22.8 MB	125 KB	3.7 KB
338	4b/bffc92	2492003	NFCORE_NANOPOREMETABARCODING:NANOPOREMETABARCODING:GUNZIP_SEQKIT_GREP_A (LuthienR_Tab33_BerenF_Tab23_test_0_1_amplicons.fa.gz)	COMPLETED	0	2025-06-15 23:58:20.844	13m 36s	41ms	38.9%	1.8 MB	4.6 MB	103.3 KB	6 KB
327	4e/40c58c	2491982	NFCORE_NANOPOREMETABARCODING:NANOPOREMETABARCODING:SEQKIT_CONSENSUS (LuthienR_Tab57_BerenF_Tab24_test)	COMPLETED	0	2025-06-15 23:55:42.958	16m 14s	0ms	84.1%	1.5 MB	22.8 MB	188.9 KB	640 B
343	26/b25c45	2492009	NFCORE_NANOPOREMETABARCODING:NANOPOREMETABARCODING:GUNZIP_SEQKIT_GREP_A (LuthienR_Tab33_BerenF_Tab23_test_0_2_amplicons.fa.gz)	COMPLETED	0	2025-06-15 23:58:21.420	13m 35s	38ms	58.7%	1.8 MB	4.6 MB	103.4 KB	2.9 KB
300	86/beaafa	2491923	NFCORE_NANOPOREMETABARCODING:NANOPOREMETABARCODING:SEQKIT_CONSENSUS (LuthienR_Tab29_BerenF_Tab53_test)	COMPLETED	0	2025-06-15 23:51:10.603	20m 51s	1s	98.7%	1.5 MB	22.8 MB	107.1 KB	636 B
332	80/2a6278	2491977	NFCORE_NANOPOREMETABARCODING:NANOPOREMETABARCODING:SEQKIT_CONSENSUS (LuthienR_Tab57_BerenF_Tab24_test)	COMPLETED	0	2025-06-15 23:54:56.181	17m 6s	0ms	101.2%	1.5 MB	22.8 MB	113.7 KB	643 B
350	f2/8b88dc	2492016	NFCORE_NANOPOREMETABARCODING:NANOPOREMETABARCODING:GUNZIP_SEQKIT_GREP_C (LuthienR_Tab29_BerenF_Tab25_test_0_0_consensus.fa.gz)	COMPLETED	0	2025-06-15 23:58:22.063	13m 40s	38ms	57.8%	1.8 MB	4.6 MB	102.4 KB	1.4 KB
352	2f/4ec6ea	2492021	NFCORE_NANOPOREMETABARCODING:NANOPOREMETABARCODING:GUNZIP_SEQKIT_GREP_A (LuthienR_Tab57_BerenF_Tab47_test_0_2_amplicons.fa.gz)	COMPLETED	0	2025-06-15 23:58:30.749	13m 31s	39ms	58.4%	1.8 MB	4.6 MB	104.4 KB	14.4 KB
354	7b/99f98b	2492025	NFCORE_NANOPOREMETABARCODING:NANOPOREMETABARCODING:GUNZIP_SEQKIT_GREP_C (LuthienR_Tab29_BerenF_Tab23_test_0_0_consensus.fa.gz)	COMPLETED	0	2025-06-15 23:58:55.658	13m 6s	45ms	51.4%	1.8 MB	4.6 MB	102.5 KB	1.3 KB
353	ef/3e1067	2492024	NFCORE_NANOPOREMETABARCODING:NANOPOREMETABARCODING:GUNZIP_SEQKIT_GREP_A (LuthienR_Tab29_BerenF_Tab23_test_0_1_amplicons.fa.gz)	COMPLETED	0	2025-06-15 23:58:52.473	13m 9s	1.9s	1.5%	2.4 MB	9.2 MB	103.1 KB	4.4 KB
355	87/e145b8	2492026	NFCORE_NANOPOREMETABARCODING:NANOPOREMETABARCODING:GUNZIP_SEQKIT_GREP_C (LuthienR_Tab57_BerenF_Tab47_test_0_0_consensus.fa.gz)	COMPLETED	0	2025-06-15 23:58:55.742	13m 6s	74ms	35.0%	1.8 MB	4.6 MB	102.6 KB	1.3 KB
362	c4/9a46ad	2492034	NFCORE_NANOPOREMETABARCODING:NANOPOREMETABARCODING:GUNZIP_SEQKIT_GREP_A (LuthienR_Tab52_BerenF_Tab22_test_0_5_amplicons.fa.gz)	COMPLETED	0	2025-06-15 23:59:05.751	12m 56s	41ms	36.4%	1.8 MB	4.6 MB	103.9 KB	11.9 KB
365	93/becde0	2492035	NFCORE_NANOPOREMETABARCODING:NANOPOREMETABARCODING:GUNZIP_SEQKIT_GREP_A (LuthienR_Tab52_BerenF_Tab22_test_0_2_amplicons.fa.gz)	COMPLETED	0	2025-06-15 23:59:05.894	12m 56s	100ms	26.5%	1.8 MB	4.6 MB	102.7 KB	3.4 KB
366	6f/3e6f1e	2492039	NFCORE_NANOPOREMETABARCODING:NANOPOREMETABARCODING:GUNZIP_SEQKIT_GREP_A (LuthienR_Tab52_BerenF_Tab22_test_0_1_amplicons.fa.gz)	COMPLETED	0	2025-06-15 23:59:10.646	12m 51s	54ms	41.7%	1.8 MB	4.6 MB	103.8 KB	10.4 KB
369	5a/b847b1	2492041	NFCORE_NANOPOREMETABARCODING:NANOPOREMETABARCODING:GUNZIP_SEQKIT_GREP_C (LuthienR_Tab52_BerenF_Tab22_test_0_4_consensus.fa.gz)	COMPLETED	0	2025-06-15 23:59:11.071	12m 51s	40ms	57.8%	1.8 MB	4.6 MB	102.4 KB	1.3 KB
375	f4/44e6f5	2492047	NFCORE_NANOPOREMETABARCODING:NANOPOREMETABARCODING:GUNZIP_SEQKIT_GREP_C (LuthienR_Tab33_BerenF_Tab25_test_0_2_consensus.fa.gz)	COMPLETED	0	2025-06-15 23:59:11.664	12m 50s	44ms	35.3%	1.8 MB	4.6 MB	102.4 KB	1.3 KB
347	ae/ecfc34	2492013	NFCORE_NANOPOREMETABARCODING:NANOPOREMETABARCODING:GUNZIP_SEQKIT_GREP_A (LuthienR_Tab52_BerenF_Tab22_test_0_0_amplicons.fa.gz)	COMPLETED	0	2025-06-15 23:58:21.780	13m 45s	50ms	31.4%	1.8 MB	4.6 MB	103.9 KB	12.3 KB
348	b1/2f3064	2492014	NFCORE_NANOPOREMETABARCODING:NANOPOREMETABARCODING:GUNZIP_SEQKIT_GREP_A (LuthienR_Tab29_BerenF_Tab23_test_0_0_amplicons.fa.gz)	COMPLETED	0	2025-06-15 23:58:21.871	13m 45s	47ms	47.0%	1.8 MB	4.6 MB	105.1 KB	22.6 KB
361	b7/1338ef	2492032	NFCORE_NANOPOREMETABARCODING:NANOPOREMETABARCODING:GUNZIP_SEQKIT_GREP_A (LuthienR_Tab57_BerenF_Tab47_test_0_0_amplicons.fa.gz)	COMPLETED	0	2025-06-15 23:59:01.009	13m 6s	42ms	54.5%	1.8 MB	4.6 MB	103.4 KB	8.8 KB
372	d9/657bcd	2492044	NFCORE_NANOPOREMETABARCODING:NANOPOREMETABARCODING:GUNZIP_SEQKIT_GREP_C (LuthienR_Tab33_BerenF_Tab25_test_0_1_consensus.fa.gz)	COMPLETED	0	2025-06-15 23:59:11.346	12m 56s	51ms	46.6%	1.8 MB	4.6 MB	102.6 KB	1.3 KB
371	96/fa759d	2492043	NFCORE_NANOPOREMETABARCODING:NANOPOREMETABARCODING:GUNZIP_SEQKIT_GREP_A (LuthienR_Tab33_BerenF_Tab25_test_0_0_amplicons.fa.gz)	COMPLETED	0	2025-06-15 23:59:11.255	13m 1s	58ms	41.7%	2.3 MB	8.1 MB	107.5 KB	39.7 KB
334	49/7c78d0	2491999	NFCORE_NANOPOREMETABARCODING:NANOPOREMETABARCODING:GUNZIP_SEQKIT_GREP_C (LuthienR_Tab57_BerenF_Tab23_test_0_1_consensus.fa.gz)	COMPLETED	0	2025-06-15 23:58:15.616	14m 1s	49ms	48.6%	1.8 MB	4.6 MB	102.3 KB	1.3 KB
305	4e/33f946	2491924	NFCORE_NANOPOREMETABARCODING:NANOPOREMETABARCODING:SEQKIT_CONSENSUS (LuthienR_Tab29_BerenF_Tab51_test)	COMPLETED	0	2025-06-15 23:51:10.697	21m 6s	0ms	91.6%	1.5 MB	22.7 MB	115.2 KB	668 B
368	eb/610d05	2492040	NFCORE_NANOPOREMETABARCODING:NANOPOREMETABARCODING:GUNZIP_SEQKIT_GREP_C (LuthienR_Tab52_BerenF_Tab22_test_0_5_consensus.fa.gz)	COMPLETED	0	2025-06-15 23:59:10.979	13m 6s	40ms	55.7%	1.8 MB	4.6 MB	102.5 KB	1.3 KB
